瘤痢,瘤痢疙,老矫,扁柯(∑C),浅氢(deg),浅加(m/s),碍荐樊(mm),泅瘤扁拘(hPa),秦搁扁拘(hPa),嚼档(%)
733,窃扼,2026-03-19 13:00,10.4,140.2,1.3,0,,,46
733,窃扼,2026-03-19 14:00,11.8,21.7,1.5,0,,,30
733,窃扼,2026-03-19 15:00,12.8,300.1,1.5,0,,,27
733,窃扼,2026-03-19 16:00,12.7,286.5,1.1,0,,,33
733,窃扼,2026-03-19 17:00,11.1,319.3,1.1,0,,,35
733,窃扼,2026-03-19 18:00,9.7,276.3,.7,0,,,38
733,窃扼,2026-03-19 19:00,7.1,339.4,1.4,0,,,44
733,窃扼,2026-03-19 20:00,5,7.9,1.5,0,,,49
733,窃扼,2026-03-19 21:00,4.2,8.8,2.3,0,,,53
733,窃扼,2026-03-19 22:00,2.4,14.2,.7,0,,,61
733,窃扼,2026-03-19 23:00,1.8,39.2,.5,0,,,61
733,窃扼,2026-03-20 00:00,1.6,5.2,.6,0,,,60
733,窃扼,2026-03-20 01:00,1.4,9.5,1,0,,,63
733,窃扼,2026-03-20 02:00,.3,0,0,0,,,74
733,窃扼,2026-03-20 03:00,1,0,.2,0,,,65
733,窃扼,2026-03-20 04:00,-.1,43.8,.5,0,,,71
733,窃扼,2026-03-20 05:00,-.1,51.9,.6,0,,,82
733,窃扼,2026-03-20 06:00,-.2,0,.3,0,,,84
733,窃扼,2026-03-20 07:00,0,0,.2,0,,,81
733,窃扼,2026-03-20 08:00,2,220.1,.5,0,,,73
733,窃扼,2026-03-20 09:00,4.2,217.9,1,0,,,67
733,窃扼,2026-03-20 10:00,8,236.3,1.3,0,,,60
733,窃扼,2026-03-20 11:00,9.7,263.2,1.7,0,,,58
733,窃扼,2026-03-20 12:00,9.8,282.3,2.1,0,,,58
733,窃扼,2026-03-20 13:00,10.9,252.1,2.8,0,,,60
733,窃扼,2026-03-20 14:00,10.7,266.9,2.6,0,,,62
733,窃扼,2026-03-20 15:00,10.6,278.7,1.9,0,,,63
733,窃扼,2026-03-20 16:00,10.6,263,2.1,0,,,62
733,窃扼,2026-03-20 17:00,9.5,268.9,1.7,0,,,69
733,窃扼,2026-03-20 18:00,8.2,279.4,1.3,0,,,76
733,窃扼,2026-03-20 19:00,6,317.3,.7,0,,,88
733,窃扼,2026-03-20 20:00,5.9,322.9,1.3,0,,,93
733,窃扼,2026-03-20 21:00,4,0,.1,0,,,97
733,窃扼,2026-03-20 22:00,3.6,0,.4,0,,,98
733,窃扼,2026-03-20 23:00,3.1,0,.1,0,,,99
733,窃扼,2026-03-21 00:00,3.2,0,.2,0,,,99
733,窃扼,2026-03-21 01:00,2.4,0,0,0,,,99
733,窃扼,2026-03-21 02:00,.2,0,.1,0,,,99
733,窃扼,2026-03-21 03:00,.4,0,0,0,,,99
733,窃扼,2026-03-21 04:00,1.4,0,.4,0,,,99
733,窃扼,2026-03-21 05:00,1.5,0,.2,0,,,99
733,窃扼,2026-03-21 06:00,1.7,0,0,0,,,99
733,窃扼,2026-03-21 07:00,1.7,0,0,0,,,99
733,窃扼,2026-03-21 08:00,1.8,45.5,.5,0,,,99
733,窃扼,2026-03-21 09:00,2,0,.4,0,,,99
733,窃扼,2026-03-21 10:00,2.5,0,.4,0,,,99
733,窃扼,2026-03-21 11:00,4.6,182.9,.8,0,,,99
733,窃扼,2026-03-21 12:00,10.9,236.2,1.3,0,,,84
733,窃扼,2026-03-21 13:00,12.7,319.1,.9,0,,,28
733,窃扼,2026-03-21 14:00,15.1,340.3,1.5,0,,,14
733,窃扼,2026-03-21 15:00,15.1,334.5,1.2,0,,,27
733,窃扼,2026-03-21 16:00,14,312.9,1.7,0,,,21
733,窃扼,2026-03-21 17:00,12.2,341.9,1.6,0,,,30
733,窃扼,2026-03-21 18:00,10.3,355.9,2.3,0,,,29
733,窃扼,2026-03-21 19:00,5.8,0,.2,0,,,54
733,窃扼,2026-03-21 20:00,7.4,11.2,2.6,0,,,39
733,窃扼,2026-03-21 21:00,4.3,0,.1,0,,,49
733,窃扼,2026-03-21 22:00,2.4,0,.1,0,,,63
733,窃扼,2026-03-21 23:00,2.4,301.8,.5,0,,,68
733,窃扼,2026-03-22 00:00,2.8,0,.2,0,,,71
733,窃扼,2026-03-22 01:00,2.1,0,0,0,,,63
733,窃扼,2026-03-22 02:00,3.2,0,.3,0,,,63
733,窃扼,2026-03-22 03:00,2.7,0,0,0,,,75
733,窃扼,2026-03-22 04:00,2.5,0,0,0,,,74
733,窃扼,2026-03-22 05:00,3.6,77.8,1,0,,,59
733,窃扼,2026-03-22 06:00,3.7,18.7,.5,0,,,72
733,窃扼,2026-03-22 07:00,3.2,0,0,0,,,71
733,窃扼,2026-03-22 08:00,3.7,0,.2,0,,,73
733,窃扼,2026-03-22 09:00,5.2,0,.2,0,,,72
733,窃扼,2026-03-22 10:00,7.3,0,.4,0,,,55
733,窃扼,2026-03-22 11:00,10.8,170.2,.8,0,,,39
733,窃扼,2026-03-22 12:00,13.4,181.4,.6,0,,,34
733,窃扼,2026-03-22 13:00,16.7,207.4,1.3,0,,,22
733,窃扼,2026-03-22 14:00,16.8,29.7,1.7,0,,,16
733,窃扼,2026-03-22 15:00,17.7,316.6,1.2,0,,,14
733,窃扼,2026-03-22 16:00,16.2,280.8,2.3,0,,,14
733,窃扼,2026-03-22 17:00,14.8,289.1,2.2,0,,,17
733,窃扼,2026-03-22 18:00,13.5,311,1,0,,,21
733,窃扼,2026-03-22 19:00,10.9,309.9,1.5,0,,,29
733,窃扼,2026-03-22 20:00,7.8,27.4,.6,0,,,39
733,窃扼,2026-03-22 21:00,7.1,14.3,2,0,,,38
733,窃扼,2026-03-22 22:00,6.7,0,.2,0,,,38
733,窃扼,2026-03-22 23:00,6.2,0,.2,0,,,40
733,窃扼,2026-03-23 00:00,4.5,0,.3,0,,,49
733,窃扼,2026-03-23 01:00,4.9,0,0,0,,,43
733,窃扼,2026-03-23 02:00,4.9,0,.3,0,,,57
733,窃扼,2026-03-23 03:00,4.3,0,0,0,,,48
733,窃扼,2026-03-23 04:00,3.6,0,.1,0,,,50
733,窃扼,2026-03-23 05:00,3.4,0,0,0,,,57
733,窃扼,2026-03-23 06:00,2.1,0,.2,0,,,60
733,窃扼,2026-03-23 07:00,2.8,0,.1,0,,,52
733,窃扼,2026-03-23 08:00,5.4,0,.3,0,,,54
733,窃扼,2026-03-23 09:00,9.7,208.5,.7,0,,,47
733,窃扼,2026-03-23 10:00,11.2,221.3,1,0,,,42
733,窃扼,2026-03-23 11:00,14.3,250,1.1,0,,,32
733,窃扼,2026-03-23 12:00,16.3,193.1,.9,0,,,21
733,窃扼,2026-03-23 13:00,17.5,251.4,1.5,0,,,18
733,窃扼,2026-03-23 14:00,19.2,221.3,1.1,0,,,17
733,窃扼,2026-03-23 15:00,16.8,333.1,2.6,0,,,29
733,窃扼,2026-03-23 16:00,16.7,314.1,2.3,0,,,33
733,窃扼,2026-03-23 17:00,16.3,345.6,1.9,0,,,33
733,窃扼,2026-03-23 18:00,14.5,358.8,2.3,0,,,40
733,窃扼,2026-03-23 19:00,12.4,14.7,2.8,0,,,50
733,窃扼,2026-03-23 20:00,9.2,0,.2,0,,,63
733,窃扼,2026-03-23 21:00,6.7,0,0,0,,,74
733,窃扼,2026-03-23 22:00,5.6,0,.2,0,,,84
733,窃扼,2026-03-23 23:00,5.1,0,0,0,,,87
733,窃扼,2026-03-24 00:00,4.5,0,.2,0,-99.7,,91
733,窃扼,2026-03-24 01:00,4.6,0,.3,0,,,91
733,窃扼,2026-03-24 02:00,5.4,0,.1,0,,,75
733,窃扼,2026-03-24 03:00,5.3,0,.1,0,,,71
733,窃扼,2026-03-24 04:00,4.6,0,.3,0,,,79
733,窃扼,2026-03-24 05:00,4.1,0,0,0,,,80
733,窃扼,2026-03-24 06:00,3.2,0,0,0,,,85
733,窃扼,2026-03-24 07:00,5.5,91.6,.6,0,,,75
733,窃扼,2026-03-24 08:00,6.4,0,.2,0,,,80
733,窃扼,2026-03-24 09:00,10.2,102.1,.8,0,,,62
733,窃扼,2026-03-24 10:00,13.1,110.8,.7,0,,,53
733,窃扼,2026-03-24 11:00,15.5,94.8,.7,0,,,40
733,窃扼,2026-03-24 12:00,17.2,185.7,1.2,0,,,32
733,窃扼,2026-03-24 13:00,17.8,11.1,1.2,0,,,28
733,窃扼,2026-03-24 14:00,19.2,290.1,1.2,0,,,26
733,窃扼,2026-03-24 15:00,19.1,265.2,1.2,0,,,25
733,窃扼,2026-03-24 16:00,17.8,319.7,.7,0,,,27
733,窃扼,2026-03-24 17:00,16.7,290.4,1.5,0,,,30
733,窃扼,2026-03-24 18:00,15.8,332.4,1,0,,,33
733,窃扼,2026-03-24 19:00,14.5,18.2,.9,0,,,39
733,窃扼,2026-03-24 20:00,12.9,38.3,.5,0,,,44
733,窃扼,2026-03-24 21:00,12.8,0,.4,0,,,45
733,窃扼,2026-03-24 22:00,12.8,8.9,2,0,,,49
733,窃扼,2026-03-24 23:00,11.6,0,.4,0,,,58
733,窃扼,2026-03-25 00:00,10.6,0,0,0,-99.7,,67
733,窃扼,2026-03-25 01:00,9.8,0,.1,0,,,68
733,窃扼,2026-03-25 02:00,10.1,0,.4,0,,,68
733,窃扼,2026-03-25 03:00,9.7,0,0,0,,,68
733,窃扼,2026-03-25 04:00,9.8,0,.2,0,,,68
733,窃扼,2026-03-25 05:00,9.9,0,.1,0,,,66
733,窃扼,2026-03-25 06:00,9.3,0,0,0,,,70
733,窃扼,2026-03-25 07:00,9.8,0,.3,0,,,69
733,窃扼,2026-03-25 08:00,10.4,0,.1,0,,,68
733,窃扼,2026-03-25 09:00,11.6,0,.4,0,,,65
733,窃扼,2026-03-25 10:00,13.1,44.8,.9,0,,,61
733,窃扼,2026-03-25 11:00,13.7,18.6,.6,0,,,58
733,窃扼,2026-03-25 12:00,15.1,294.2,1.6,0,,,54
733,窃扼,2026-03-25 13:00,16.1,337.6,1.3,0,,,54
733,窃扼,2026-03-25 14:00,17.6,274.7,1.7,0,,,50
733,窃扼,2026-03-25 15:00,17,287.3,2.3,0,,,53
733,窃扼,2026-03-25 16:00,16.1,265.7,2.3,0,,,58
733,窃扼,2026-03-25 17:00,14.8,268.3,1.8,0,,,62
733,窃扼,2026-03-25 18:00,13.2,342.4,1.1,0,,,65
733,窃扼,2026-03-25 19:00,11.4,325.9,1.4,0,,,72
733,窃扼,2026-03-25 20:00,10.1,297.3,.8,0,,,77
733,窃扼,2026-03-25 21:00,7.9,0,.4,0,,,82
733,窃扼,2026-03-25 22:00,7.9,322.2,.7,0,,,83
733,窃扼,2026-03-25 23:00,5.4,0,.1,0,,,94
733,窃扼,2026-03-26 00:00,5.7,0,.4,0,-99.7,,96
733,窃扼,2026-03-26 01:00,4.5,0,0,0,,,98
733,窃扼,2026-03-26 02:00,5.6,0,0,0,,,99
733,窃扼,2026-03-26 03:00,6,0,0,0,,,99
733,窃扼,2026-03-26 04:00,6.5,0,0,0,,,99
733,窃扼,2026-03-26 05:00,6.2,0,.2,0,,,99
733,窃扼,2026-03-26 06:00,6.1,0,.1,0,,,99
733,窃扼,2026-03-26 07:00,6,0,0,0,,,99
733,窃扼,2026-03-26 08:00,6.5,0,.1,0,,,99
733,窃扼,2026-03-26 09:00,7.3,0,.2,0,,,96
733,窃扼,2026-03-26 10:00,10.1,186.3,.7,0,,,79
733,窃扼,2026-03-26 11:00,13.4,108.4,.9,0,,,62
733,窃扼,2026-03-26 12:00,16,321,1.5,0,,,43
733,窃扼,2026-03-26 13:00,18.6,332.1,1.3,0,,,27
733,窃扼,2026-03-26 14:00,19.7,262.9,1.9,0,,,30
733,窃扼,2026-03-26 15:00,17.9,281.3,1,0,,,36
733,窃扼,2026-03-26 16:00,16,321.5,2,0,,,39
733,窃扼,2026-03-26 17:00,13.9,328.1,2.2,0,,,37
733,窃扼,2026-03-26 18:00,11.5,329.2,2.1,0,,,46
733,窃扼,2026-03-26 19:00,8.7,355.3,2.5,0,,,68
733,窃扼,2026-03-26 20:00,8.4,325.7,1.5,0,,,65
733,窃扼,2026-03-26 21:00,6.7,227.4,.5,0,,,83
733,窃扼,2026-03-26 22:00,5.8,236.2,.6,0,,,94
733,窃扼,2026-03-26 23:00,5.6,224.8,.5,0,,,97
733,窃扼,2026-03-27 00:00,4.6,0,0,0,-99.7,,98
733,窃扼,2026-03-27 01:00,4.4,0,0,0,,,99
733,窃扼,2026-03-27 02:00,5.2,0,.2,0,,,99
733,窃扼,2026-03-27 03:00,5,0,.4,0,,,99
733,窃扼,2026-03-27 04:00,5.5,0,.4,0,,,97
733,窃扼,2026-03-27 05:00,4.5,0,0,0,,,97
733,窃扼,2026-03-27 06:00,3,0,0,0,,,99
733,窃扼,2026-03-27 07:00,5,0,.4,0,,,99
733,窃扼,2026-03-27 08:00,6.8,0,0,0,,,80
733,窃扼,2026-03-27 09:00,9.2,0,.1,0,,,65
733,窃扼,2026-03-27 10:00,12.6,243.3,.8,0,,,56
733,窃扼,2026-03-27 11:00,16.6,241.9,1.6,0,,,43
733,窃扼,2026-03-27 12:00,18.5,281.5,2.2,0,,,31
733,窃扼,2026-03-27 13:00,18.8,276.6,2.5,0,,,22
733,窃扼,2026-03-27 14:00,18.6,285.6,2.1,0,,,22
733,窃扼,2026-03-27 15:00,18,304.1,2,0,,,27
733,窃扼,2026-03-27 16:00,15.9,281.5,2.2,0,,,37
733,窃扼,2026-03-27 17:00,14.6,308.9,1.8,0,,,47
733,窃扼,2026-03-27 18:00,12.2,318.3,2.1,0,,,62
733,窃扼,2026-03-27 19:00,10.9,299.5,.9,0,,,72
733,窃扼,2026-03-27 20:00,10.1,303.1,1.1,0,,,81
733,窃扼,2026-03-27 21:00,9.7,255.3,.7,0,,,83
733,窃扼,2026-03-27 22:00,8.2,0,0,0,,,89
733,窃扼,2026-03-27 23:00,7.7,0,0,0,,,95
733,窃扼,2026-03-28 00:00,8.4,323.2,.7,0,-99.7,,97
733,窃扼,2026-03-28 01:00,7.5,0,0,0,,,99
733,窃扼,2026-03-28 02:00,7.8,199.1,.8,0,,,99
733,窃扼,2026-03-28 03:00,7.7,0,.1,0,,,99
733,窃扼,2026-03-28 04:00,7.8,351.6,.5,0,,,99
733,窃扼,2026-03-28 05:00,7.7,0,.3,0,,,96
733,窃扼,2026-03-28 06:00,7.5,208.5,.9,0,,,92
733,窃扼,2026-03-28 07:00,7.4,0,.4,0,,,93
733,窃扼,2026-03-28 08:00,7.7,218.2,.6,0,,,90
733,窃扼,2026-03-28 09:00,9.2,239.2,.8,0,,,81
733,窃扼,2026-03-28 10:00,11.2,218.6,1.2,0,,,71
733,窃扼,2026-03-28 11:00,14.6,224.9,1.2,0,,,59
733,窃扼,2026-03-28 12:00,16,37.6,1.4,0,,,41
733,窃扼,2026-03-28 13:00,18.2,.4,1,0,,,39
733,窃扼,2026-03-28 14:00,18.7,274.5,2.1,0,,,38
733,窃扼,2026-03-28 15:00,17.6,277,2.4,0,,,31
733,窃扼,2026-03-28 16:00,16.8,309.4,2.1,0,,,36
733,窃扼,2026-03-28 17:00,14.6,333.8,2.2,0,,,38
733,窃扼,2026-03-28 18:00,12.4,344.9,1.8,0,,,48
733,窃扼,2026-03-28 19:00,9.3,16,3.1,0,,,68
733,窃扼,2026-03-28 20:00,7,314.4,.9,0,,,84
733,窃扼,2026-03-28 21:00,5.1,0,0,0,,,92
733,窃扼,2026-03-28 22:00,4.1,189.3,.6,0,,,93
733,窃扼,2026-03-28 23:00,2.8,0,0,0,,,99
733,窃扼,2026-03-29 00:00,2.6,0,.3,0,-99.7,,99
733,窃扼,2026-03-29 01:00,2.1,0,.1,0,,,99
733,窃扼,2026-03-29 02:00,1.9,0,.2,0,,,99
733,窃扼,2026-03-29 03:00,2.6,0,.1,0,,,99
733,窃扼,2026-03-29 04:00,1.9,0,0,0,,,99
733,窃扼,2026-03-29 05:00,1.2,0,0,0,,,99
733,窃扼,2026-03-29 06:00,.6,0,0,0,,,99
733,窃扼,2026-03-29 07:00,1.2,0,.2,0,,,99
733,窃扼,2026-03-29 08:00,3.9,0,0,0,,,99
733,窃扼,2026-03-29 09:00,7.8,0,.3,0,,,98
733,窃扼,2026-03-29 10:00,11.5,112.3,.5,0,,,62
733,窃扼,2026-03-29 11:00,13.8,0,.3,0,,,48
733,窃扼,2026-03-29 12:00,17.7,108.3,.8,0,,,38
733,窃扼,2026-03-29 13:00,19.5,45.7,.6,0,,,29
733,窃扼,2026-03-29 14:00,21.1,258.4,1.9,0,,,19
733,窃扼,2026-03-29 15:00,18.7,274.3,3,0,,,33
733,窃扼,2026-03-29 16:00,17.1,296.5,2.1,0,,,37
733,窃扼,2026-03-29 17:00,17.2,354,2,0,,,37
733,窃扼,2026-03-29 18:00,15.5,353.5,1.9,0,,,48
733,窃扼,2026-03-29 19:00,14.3,19.1,1.2,0,,,43
733,窃扼,2026-03-29 20:00,12.1,0,.2,0,,,53
733,窃扼,2026-03-29 21:00,11.5,19,.5,0,,,51
733,窃扼,2026-03-29 22:00,10.7,31.6,.5,0,,,53
733,窃扼,2026-03-29 23:00,11.2,0,.4,0,,,51
733,窃扼,2026-03-30 00:00,10.7,37.2,.7,0,-99.7,,52
733,窃扼,2026-03-30 01:00,10.4,74.6,.5,0,,,50
733,窃扼,2026-03-30 02:00,9.2,0,.2,0,,,60
733,窃扼,2026-03-30 03:00,10.4,0,.3,0,,,51
733,窃扼,2026-03-30 04:00,9.3,0,0,0,,,60
733,窃扼,2026-03-30 05:00,8.6,0,.2,0,,,64
733,窃扼,2026-03-30 06:00,9.5,73.6,.6,0,,,57
733,窃扼,2026-03-30 07:00,9.9,0,.1,0,,,62
733,窃扼,2026-03-30 08:00,10.2,0,.2,0,,,63
733,窃扼,2026-03-30 09:00,13.5,100,.8,0,,,46
733,窃扼,2026-03-30 10:00,16,113,.5,0,,,40
733,窃扼,2026-03-30 11:00,16.6,0,.2,0,,,45
733,窃扼,2026-03-30 12:00,16.6,26,.8,0,,,47
733,窃扼,2026-03-30 13:00,17.2,100.3,.5,0,,,43
733,窃扼,2026-03-30 14:00,18.2,81.9,.8,0,,,42
733,窃扼,2026-03-30 15:00,18.1,81.3,.9,0,,,40
733,窃扼,2026-03-30 16:00,14.1,43.5,.7,0,,,78
733,窃扼,2026-03-30 17:00,12.8,39,.5,0,,,87
733,窃扼,2026-03-30 18:00,11.3,41.2,.5,1.5,,,98
733,窃扼,2026-03-30 19:00,11.8,52.7,1.1,1.5,,,89
733,窃扼,2026-03-30 20:00,11.9,54.6,1.7,1.5,,,94
733,窃扼,2026-03-30 21:00,11.8,56.7,2,.5,,,96
733,窃扼,2026-03-30 22:00,11.6,42.1,2.1,2.5,,,95
733,窃扼,2026-03-30 23:00,11.1,53.5,2.4,4.5,,,97
733,窃扼,2026-03-31 00:00,11.1,52.1,2.8,3.5,-99.7,,96
733,窃扼,2026-03-31 01:00,10.8,29.7,2.5,11.5,,,98
733,窃扼,2026-03-31 02:00,10.8,37.9,2.3,4,,,99
733,窃扼,2026-03-31 03:00,11,47.8,3.1,2.5,,,98
733,窃扼,2026-03-31 04:00,11.1,39.2,2.9,.5,,,96
733,窃扼,2026-03-31 05:00,10.9,73.5,1.5,0,,,98
733,窃扼,2026-03-31 06:00,10.9,42.5,1.6,0,,,97
733,窃扼,2026-03-31 07:00,11.1,43.5,1.8,0,,,93
733,窃扼,2026-03-31 08:00,11.4,63,1.3,.5,,,92
733,窃扼,2026-03-31 09:00,12.8,35.7,1.5,0,,,86
733,窃扼,2026-03-31 10:00,13.6,0,.4,0,,,78
733,窃扼,2026-03-31 11:00,16.2,63.3,1.5,0,,,68
733,窃扼,2026-03-31 12:00,18.2,104.9,1.2,0,,,57
733,窃扼,2026-03-31 13:00,18.3,324.1,.9,0,,,57
733,窃扼,2026-03-31 14:00,18.8,59.2,1.1,0,,,56
733,窃扼,2026-03-31 15:00,16.7,330.5,1.7,0,,,66
733,窃扼,2026-03-31 16:00,15.9,319,1.8,0,,,70
733,窃扼,2026-03-31 17:00,15.1,317.8,2.1,0,,,72
733,窃扼,2026-03-31 18:00,14.5,352.4,2.1,,,,73
733,窃扼,2026-03-31 19:00,12.4,357.5,2.2,,,,78
733,窃扼,2026-03-31 20:00,12,242,.5,,,,80
733,窃扼,2026-03-31 21:00,10.3,0,.2,,,,93
733,窃扼,2026-03-31 22:00,9.9,0,.4,,,,94
733,窃扼,2026-03-31 23:00,9.7,0,.2,,,,97
733,窃扼,2026-04-01 00:00,10.1,0,.2,,,,92
733,窃扼,2026-04-01 01:00,9.8,0,.4,0,,,93
733,窃扼,2026-04-01 02:00,9.9,321.6,.8,0,,,93
733,窃扼,2026-04-01 03:00,9.9,0,.2,0,,,92
733,窃扼,2026-04-01 04:00,9.8,0,0,0,,,92
733,窃扼,2026-04-01 05:00,9.2,0,0,0,,,97
733,窃扼,2026-04-01 06:00,8.3,0,.3,0,,,99
733,窃扼,2026-04-01 07:00,8.2,0,.3,0,,,99
733,窃扼,2026-04-01 08:00,10.1,0,.3,0,,,89
733,窃扼,2026-04-01 09:00,12.4,0,.4,0,,,76
733,窃扼,2026-04-01 10:00,15.2,286.6,.9,0,,,66
733,窃扼,2026-04-01 11:00,15.4,252.1,1.1,0,,,60
733,窃扼,2026-04-01 12:00,15,271.5,1.4,0,,,61
733,窃扼,2026-04-01 13:00,14.9,311.5,1.4,0,,,64
733,窃扼,2026-04-01 14:00,13.3,313.1,2.4,0,,,67
733,窃扼,2026-04-01 15:00,13.4,9.9,2.2,0,,,60
733,窃扼,2026-04-01 16:00,13.3,297,2.3,0,,,48
733,窃扼,2026-04-01 17:00,12.6,358.9,1.1,0,,,47
733,窃扼,2026-04-01 18:00,11.2,282.1,.9,0,,,46
733,窃扼,2026-04-01 19:00,10.8,255.8,1,0,,,46
733,窃扼,2026-04-01 20:00,10.2,310.9,.8,0,,,54
733,窃扼,2026-04-01 21:00,9.1,282.6,.8,0,,,62
733,窃扼,2026-04-01 22:00,6.9,6,1,0,,,72
733,窃扼,2026-04-01 23:00,6,0,0,0,,,77
733,窃扼,2026-04-02 00:00,5.4,0,.2,0,,,76
733,窃扼,2026-04-02 01:00,5.1,46.6,.5,0,,,82
733,窃扼,2026-04-02 02:00,4.8,0,.4,0,,,91
733,窃扼,2026-04-02 03:00,4.2,0,.3,0,,,95
733,窃扼,2026-04-02 04:00,4.2,281.6,.5,0,,,95
733,窃扼,2026-04-02 05:00,3.6,0,.1,0,,,97
733,窃扼,2026-04-02 06:00,3.4,318.2,.7,0,,,99
733,窃扼,2026-04-02 07:00,5,0,.2,0,,,89
733,窃扼,2026-04-02 08:00,6,234.2,.6,0,,,83
733,窃扼,2026-04-02 09:00,7.9,225.8,.6,0,,,86
733,窃扼,2026-04-02 10:00,10.8,227.5,1.6,0,,,77
733,窃扼,2026-04-02 11:00,13.8,204.1,1.8,0,,,66
733,窃扼,2026-04-02 12:00,14.7,207.7,1.7,0,,,58
733,窃扼,2026-04-02 13:00,16.8,222,1.7,0,,,55
733,窃扼,2026-04-02 14:00,16.4,276.7,2.5,0,,,44
733,窃扼,2026-04-02 15:00,15.7,272.3,2.7,0,,,46
733,窃扼,2026-04-02 16:00,14.7,288.5,2.2,0,,,48
733,窃扼,2026-04-02 17:00,13.4,359.2,1.2,0,,,43
733,窃扼,2026-04-02 18:00,10.9,26,1.5,0,,,71
733,窃扼,2026-04-02 19:00,8.4,357.9,1.8,0,,,87
733,窃扼,2026-04-02 20:00,7.2,349.3,1.7,0,,,95
733,窃扼,2026-04-02 21:00,7.1,307.9,.9,0,,,97
733,窃扼,2026-04-02 22:00,6.9,255.8,.7,0,,,98
733,窃扼,2026-04-02 23:00,7.4,232.3,.6,0,,,97
733,窃扼,2026-04-03 00:00,7.6,218.9,.7,0,,,97
733,窃扼,2026-04-03 01:00,8,234.1,1.1,0,,,98
733,窃扼,2026-04-03 02:00,7.8,0,.4,0,,,98
733,窃扼,2026-04-03 03:00,7.8,0,.2,0,,,99
733,窃扼,2026-04-03 04:00,7.8,188.4,.5,0,,,99
733,窃扼,2026-04-03 05:00,7.6,0,.4,0,,,99
733,窃扼,2026-04-03 06:00,7.2,0,.1,0,,,99
733,窃扼,2026-04-03 07:00,6.7,81.3,.5,0,,,99
733,窃扼,2026-04-03 08:00,7.9,0,.4,0,,,99
733,窃扼,2026-04-03 09:00,10.5,98.4,.6,0,,,82
733,窃扼,2026-04-03 10:00,13.8,182.8,.6,0,,,65
733,窃扼,2026-04-03 11:00,16.1,175.9,.5,0,,,54
733,窃扼,2026-04-03 12:00,18.8,193.1,.9,0,,,39
733,窃扼,2026-04-03 13:00,20.4,231.1,2,0,,,34
733,窃扼,2026-04-03 14:00,20.8,358.5,1.3,0,,,35
733,窃扼,2026-04-03 15:00,20.9,296,1.2,0,,,38
733,窃扼,2026-04-03 16:00,20.2,314.4,1.1,0,,,40
733,窃扼,2026-04-03 17:00,18.2,320.1,1.5,0,,,45
733,窃扼,2026-04-03 18:00,16.8,358,1,0,,,48
733,窃扼,2026-04-03 19:00,15.4,4.1,.5,0,,,56
733,窃扼,2026-04-03 20:00,14.7,0,.2,0,,,62
733,窃扼,2026-04-03 21:00,13.9,0,.2,0,,,70
733,窃扼,2026-04-03 22:00,15.3,178,.7,0,,,51
733,窃扼,2026-04-03 23:00,13.2,214.6,1.7,0,,,63
733,窃扼,2026-04-04 00:00,10.8,0,.4,1,,,90
733,窃扼,2026-04-04 01:00,9.8,71.4,.7,2,,,98
733,窃扼,2026-04-04 02:00,9.6,77.7,1.2,3.5,,,99
733,窃扼,2026-04-04 03:00,9.6,52.7,2.4,6,,,99
733,窃扼,2026-04-04 04:00,9.5,82.8,1.3,6.5,,,99
733,窃扼,2026-04-04 05:00,9.7,77.4,1.8,7,,,99
733,窃扼,2026-04-04 06:00,9.8,71.4,1.6,4.5,,,99
733,窃扼,2026-04-04 07:00,10.2,56.5,1.7,4,,,99
733,窃扼,2026-04-04 08:00,10.6,55.9,1.2,2,,,99
733,窃扼,2026-04-04 09:00,11.3,68.5,1.8,.5,,,97
733,窃扼,2026-04-04 10:00,13,17.5,1.7,.5,,,92
733,窃扼,2026-04-04 11:00,13.6,94.8,1.3,0,,,90
733,窃扼,2026-04-04 12:00,15.3,84.8,.9,0,,,80
733,窃扼,2026-04-04 13:00,17.7,351.8,1.1,0,,,70
733,窃扼,2026-04-04 14:00,15.1,339.5,.8,0,,,83
733,窃扼,2026-04-04 15:00,15.9,13.4,1.3,0,,,74
733,窃扼,2026-04-04 16:00,14.8,326.8,2.4,0,,,67
733,窃扼,2026-04-04 17:00,12.5,229.9,1.2,0,,,79
733,窃扼,2026-04-04 18:00,9.8,276.1,1.7,0,,,85
733,窃扼,2026-04-04 19:00,8.9,264.8,1.4,0,,,90
733,窃扼,2026-04-04 20:00,7.1,244.5,1.3,0,,,91
733,窃扼,2026-04-04 21:00,7,253.2,1.6,0,,,89
733,窃扼,2026-04-04 22:00,7.1,266,.9,0,,,88
733,窃扼,2026-04-04 23:00,7.1,274.6,1.3,0,,,86
733,窃扼,2026-04-05 00:00,7.2,268.5,1.2,0,,,85
733,窃扼,2026-04-05 01:00,7.2,265.7,.7,0,,,83
733,窃扼,2026-04-05 02:00,7.2,237.7,.6,0,,,84
733,窃扼,2026-04-05 03:00,7.1,245.1,.7,0,,,79
733,窃扼,2026-04-05 04:00,6.9,0,.3,0,,,82
733,窃扼,2026-04-05 05:00,6.6,0,.4,0,,,78
733,窃扼,2026-04-05 06:00,6.3,0,.1,0,,,86
733,窃扼,2026-04-05 07:00,6.5,0,.1,0,,,82
733,窃扼,2026-04-05 08:00,7.4,0,.4,0,,,73
733,窃扼,2026-04-05 09:00,8.8,229.7,.7,0,,,71
